Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2014,2014-09-07,1,1,,TEN,@,KAN,W 26-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2014,2014-09-14,2,2,,TEN,,DAL,L 10-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Zach Mettenberger
2014,2014-09-21,3,3,,TEN,@,CIN,L 7-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2014,2014-09-28,4,4,23.074,TEN,@,IND,L 17-41,False,2,5,40.00,17,0,1,10.0,0,0,3.40,-5.60,0,0,,0,0,0,0,0,0,0,0,0,5,10%,0,0%,0,0%,True,Zach Mettenberger
2014,2014-10-05,5,5,,TEN,,CLE,L 28-29,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Zach Mettenberger
2014,2014-10-12,6,6,,TEN,,JAX,W 16-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
2014,2014-10-19,7,7,,TEN,@,WAS,L 17-19,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Zach Mettenberger
2014,2014-10-26,8,8,23.102,TEN,,HOU,L 16-30,True,27,41,65.85,299,2,1,93.4,2,9,7.29,7.17,1,-1,-1.00,0,0,0,1,1,0,0,0,0,61,100%,0,0%,0,0%,False,Zach Mettenberger
2014,2014-11-09,9,10,23.116,TEN,@,BAL,L 7-21,True,16,27,59.26,179,1,1,76.0,5,36,6.63,5.70,0,0,,0,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,True,Zach Mettenberger
2014,2014-11-17,10,11,23.124,TEN,,PIT,L 24-27,True,15,24,62.50,263,2,1,110.2,0,0,10.96,10.75,0,0,,0,0,0,0,0,0,0,0,0,40,100%,0,0%,0,0%,False,Zach Mettenberger
2014,2014-11-23,11,12,23.130,TEN,@,PHI,L 24-43,True,20,39,51.28,345,2,1,88.1,5,46,8.85,8.72,2,-2,-1.00,0,0,0,1,0,0,0,0,0,69,100%,0,0%,0,0%,True,Zach Mettenberger
2014,2014-11-30,12,13,23.137,TEN,@,HOU,L 21-45,True,13,19,68.42,184,1,1,95.1,1,14,9.68,8.37,1,8,8.00,0,0,0,0,0,0,0,0,0,35,56%,0,0%,0,0%,True,Zach Mettenberger
2014,2014-12-07,13,14,23.144,TEN,,NYG,L 7-36,True,14,24,58.33,125,0,1,55.0,5,33,5.21,3.33,1,-1,-1.00,0,0,0,2,1,0,0,0,0,41,71%,0,0%,0,0%,False,Zach Mettenberger
2014,2014-12-14,14,15,,TEN,,NYJ,L 11-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Zach Mettenberger
2014,2014-12-18,15,16,,TEN,@,JAX,L 13-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2014,2014-12-28,16,17,,TEN,,IND,L 10-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Zach Mettenberger
2015,2015-09-13,1,1,24.059,TEN,@,TAM,W 42-14,False,0,0,,0,0,0,,0,0,,,3,-5,-1.67,0,0,0,0,0,0,0,0,0,11,20%,0,0%,0,0%,True,Zach Mettenberger
2015,2015-09-20,2,2,,TEN,@,CLE,L 14-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Zach Mettenberger
2015,2015-09-27,3,3,,TEN,,IND,L 33-35,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
2015,2015-10-11,4,5,,TEN,,BUF,L 13-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
2015,2015-10-18,5,6,24.094,TEN,,MIA,L 10-38,False,5,8,62.50,63,0,0,87.0,1,9,7.88,7.88,1,4,4.00,0,0,0,0,0,0,0,0,0,10,14%,0,0%,0,0%,False,Zach Mettenberger
2015,2015-10-25,6,7,24.101,TEN,,ATL,L 7-10,True,22,35,62.86,187,1,2,62.4,1,8,5.34,3.34,1,0,0.00,0,0,0,1,0,0,1,-6,0,54,100%,0,0%,0,0%,False,Zach Mettenberger
2015,2015-11-01,7,8,24.108,TEN,@,HOU,L 6-20,True,22,31,70.97,171,0,1,70.8,7,46,5.52,4.06,0,0,,0,0,0,1,1,0,0,0,0,59,100%,0,0%,0,0%,True,Zach Mettenberger
2015,2015-11-08,8,9,,TEN,@,NOR,W 34-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Zach Mettenberger
2015,2015-11-15,9,10,,TEN,,CAR,L 10-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
2015,2015-11-19,10,11,,TEN,@,JAX,L 13-19,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Zach Mettenberger
2015,2015-11-29,11,12,,TEN,,OAK,L 21-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
2015,2015-12-06,12,13,,TEN,,JAX,W 42-39,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
2015,2015-12-13,13,14,,TEN,@,NYJ,L 8-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Zach Mettenberger
2015,2015-12-20,14,15,24.157,TEN,@,NWE,L 16-33,False,20,28,71.43,242,2,2,91.7,2,19,8.64,6.86,2,5,2.50,0,0,0,1,0,0,0,0,0,43,69%,0,0%,0,0%,True,Zach Mettenberger
2015,2015-12-27,15,16,24.164,TEN,,HOU,L 6-34,True,27,51,52.94,234,1,1,63.7,1,7,4.59,4.10,0,0,,0,0,0,1,1,0,0,0,0,66,100%,0,0%,0,0%,False,Zach Mettenberger
2015,2016-01-03,16,17,24.171,TEN,@,IND,L 24-30,True,5,13,38.46,38,0,1,14.6,1,9,2.92,-0.54,2,4,2.00,1,1,6,0,0,0,0,0,0,28,48%,0,0%,0,0%,True,Zach Mettenberger
2016,2016-09-12,1,1,,PIT,@,WAS,W 38-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2016,2016-09-18,2,2,,PIT,,CIN,W 24-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Zach Mettenberger
2016,2016-09-25,3,3,,PIT,@,PHI,L 3-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2016,2016-10-02,4,4,,PIT,,KAN,W 43-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
2016,2016-10-09,5,5,,PIT,,NYJ,W 31-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
2016,2016-10-16,6,6,,PIT,@,MIA,L 15-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2016,2016-10-23,7,7,,PIT,,NWE,L 16-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
2016,2016-11-06,8,9,,PIT,@,BAL,L 14-21,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2016,2016-11-13,9,10,,PIT,,DAL,L 30-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Zach Mettenberger
2016,2016-11-20,10,11,,PIT,@,CLE,W 24-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2016,2016-11-24,11,12,,PIT,@,IND,W 28-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2016,2016-12-04,12,13,,PIT,,NYG,W 24-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Zach Mettenberger
2016,2016-12-11,13,14,,PIT,@,BUF,W 27-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2016,2016-12-18,14,15,,PIT,@,CIN,W 24-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Zach Mettenberger
2016,2016-12-25,15,16,,PIT,,BAL,W 31-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Zach Mettenberger
2016,2017-01-01,16,17,,PIT,,CLE,W 27-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Zach Mettenberger
,14 Games,,,,,,,1-13-0,False,208,345,60.29,2347,12,14,75.4,31,236,6.80,5.67,14,12,0.86,1,1,6,8,4,0,1,-6,0,,,,,,,False,Zach Mettenberger
